new questions about attacking iraq ; is torturing terrorists necessary ? |||O O O O O O O O O O O 
he is in charge of grand strategy and he delegates the rest . |||O O O O O O O O O O O O O 
but as commander - in - chief he is the ultimate general and the first soldier . |||O O O O O O O O O O O O O O O O O 
george w. bush , the politician , is not very good at grand strategy either . |||O O O O O O O O O O O O O O O O 
the aim of grand strategy is a prosperous and secure peace , and by his several blunders over the psychology of his opponents , the political and economic effects of his actions , and the failure to erradicate terrorism and even capture he most wanted terrorist , george w. bush , he has failed to realize the aim of grand strategy . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i 'll be glad if iraq becomes a truly democratic country . |||O O O O O O O O O O O O 
are you willing to pay with a deficit of billions , thousands of americans dead or badly wounded , and the unmeasurable disruption that a foreign war causes to the life of our nation at all levels , for each country in the world that is in the grip of a tyrant ? |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
let those countries grow a generation with the guts and the willingness to originate democratic change and i 'll support joining other nations to back the ef . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
but unilaterally , or worse leading a coalition featuring tyrannies , effect such change remains a bad idea , iraq 's elections notwithstanding . |||O O O O O O O O O O O O O O O O O O O O O O O O 
george w. bush did n't do well in the industrial private sector where success is measured by return on investment . |||O O O O O O O O O O O O O O O O O O O O O 
government suits such a man perfectly ; there is no balance sheet to worry about . |||O O O O O O O O O O O O O O O O 
there is every indication that the new rulers of iraq will do business as usual under a democratic varnish . |||O O O O O O O O O O O O O O O O O O O O 
the interim government did n't hesitate to torture opponents , just like saddam did . |||O O O O O O O O O O O O O O O 
the shiites will be no different . |||O O O O O O O 
that will be our return on investment . |||O O O O O O O O 
iraq wields democracy like britney spears wields the electric guitar , it looks cool and trendy but she has no idea of how to play it . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O 
sue h thu , 24 feb 2005 12:38:06 -0500 member of the uacc |||O O O O O O O O O O O O O 
there is a lady by the name of irene sokolas that is selling on ebay under various names . |||O O O O O O O O O O O O O O O O O O O 
she is saying she 's a member of the uacc . |||O O O O O O O O O O O 
i have contacted the uacc and told them about it so they can check the auctions ( she 's been doing this a long time ) and to tell me if she 's actually a registered member . |||O O B-TRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i would suggest everyone read the body of the entire item they 're bidding on . |||O O O O O O O O O O O O O O O O 
if you see her name , stay clear . |||O O O O O O O O O 
no matter which id she 's using . |||O O O O O O O O 
also , i have seen in the past , others reselling items usuing her coa 's . |||O O O O O O O O O O O O O O O O O 
i am miffed the uacc would not check into people before allowing them to be members if in fact she is a member . |||O O O O O O O O O O O O O O O O O O O O O O O O 
but i will reserve judgement till they respond . |||O O O O O O O O O 
this makes one really skeptical . |||O O O O O O 
but if you see a uacc member on ebay , do n't automatically assume they are legit . |||O O O O O O O O O O O O O O O O O O 
contact the uacc before buying and ask if they are a member . |||O O O O O O O O O O O O O 
if you suspect something is fake , do not take it for granted it 's legit because a uacc number is attached to it . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
in cases where the member claims and is a uacc member , still question and then if you suspect there are a number of fakes by that person , do not hesitate to let the uacc and ebay know . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
hope i spared someone here of potential grief and saved someone some money ! |||O O O O O O O O O O O O O O 
sue h thu , 24 feb 2005 13:16:25 - 0500 |||O O O O O O O O O O 
re : member of the uacc |||O O O O O O 
ooops ; spelling of ladies last name was off . |||O O O O O O O O O O 
bjwebb3...@aol.com 24 feb 2005 12:33:29 - 0800 |||O O O O O O O 
re : member of the uacc |||O O O O O O 
the only thing that being a uacc member means is that they paid membership dues . |||O O O O O O O O O O O O O O O O 
it does n't make them honest sellers . |||O O O O O O O O 
uacc registered dealers are more carefully checked out and should be considered to be honest . |||O O O O O O O O O O O O O O O O 
of course , there are exceptions to everything . |||O O O O O O O O O 
here is a link to the list of uacc registered dealers : |||O O O O O O O O O O O O 
ew tue , 28 dec 2004 09:09:36 - 0500 |||O O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
" minutes after a massive earthquake rocked the indian ocean on sunday , international ocean monitors knew that a tsunami would likely follow . |||O O O O O O O O O O O O O O O O O O O O O O O O 
but they did n't know whom to tell . |||O O O O O O O O O 
" we put out a bulletin within 20 minutes , technically as fast as we could do it , " says jeff ladouce of the national oceanic and atmospheric administration . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
ladouce says e-mails were dispatched to indonesian officials , but he does n't know what happened to the information . " |||O O O O O O O O O O O O O O O O O O O O O 
it looks more like the indonesian officials were n't sitting at their computer or did n't have their email client set for 10 minute checks for new mail . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
for heaven 's sake , get with the real world . |||O O O O O O O O O O O 
it 's too bad those noaa people had n't used the telephone . |||O O O O O O O O O O O O O 
i wonder if the ( few ) lives they could have saved if they 'd used a modicum of common sense will prey on their minds . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O 
joe727 tue , 28 dec 2004 14:46:35 gmt |||O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
well , i have yet to hear that scientists from any other country even made the attempt the american scientists made . |||O O O O O O O O O O O O O O O O O O O O O O 
perhaps the indonesian government should have taken steps to set up a hotline of sorts that could be used in case of such emergencies . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
as the article notes , the american scientists did not know who to contact . |||O O O O O O O O O O O O O O O 
that 's hardly their problem , let alone their fault . |||O O O O O O O O O O O 
peter tue , 28 dec 2004 09:53:06 - 0500 |||O O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
-- peter scientists sometimes lack common sense |||O O O O O O O 
joe727 tue , 28 dec 2004 15:26:51 gmt |||O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
and you pick up the phone in the embassy . |||O O O O O O O O O O 
a voice on the other end of the line says he 's a scientist with noaa and that a tsunami is bearing down on your coastal villages and resorts . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
how would you react to such a call ? |||O O O O O O O O O 
all the more reason that the indonesian government should have taken steps to set up a hotline of sorts that could be used in case of such emergencies . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
eugene gallagher tue , 28 dec 2004 10:38:02 - 0500 |||O O O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
the boston globe points out that new england has no system in place to warn residents of tidal waves , which are known to happen off new england . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
sediment slumps on the continental slope could trigger a tsunamai affecting newfoundland to georgia . |||O O O O O O O O O O O O O O O 
joe727 tue , 28 dec 2004 15:47:40 gmt |||O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
the entire east coast of the u.s. does not have a tsunami warning system . |||O O O O O O O O O O O O O O O 
william asher 28 dec 2004 16:36:47 gmt |||O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
on the other hand , if you were a scientist at noaa and were into saving people from tsunamis , you would think you might have figured out beforehand who you might call if you did get some advanced warning of such an event . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
also , the indonesian government probably had no idea that noaa could give them advanced warning of tsunamis so how could they know they should set up a hotline . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
so it cuts both ways , the indonesian government should have done some prior planning , but so too should the noaa scientists . |||O O O O O O O O O O O O O O O O O O O O O O O O 
you can bet they are figuring out who they should have call next time . |||O O O O O O O O O O O O O O O 
-- bill " 20 / 20 hindsight " asher |||O O O O O O O O O 
joe727 tue , 28 dec 2004 17:00:23 gmt |||O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
it 's not the responsibility of noaa to set up hotlines to governments around the world . |||O O O O O O O O O O O O O O O O O 
the indonesian government should have contacted the u.s. |||O O O O O O O O 
state department and provided u.s. officials with the contact info . |||O O O O O O O O O O O 
ew tue , 28 dec 2004 12:24:30 - 0500 |||O O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
do you think they warned the usaf boys in diego garcia ? |||O O O O O O O O O O O O 
it 's highest point is only 20 ' above sea level . |||O O O O O O O O O O O O 
if the seabed slopes upward near it , one might expect nothing remains of the base and its personnel . |||O O O O O O O O O O O O O O O O O O O O 
peter tue , 28 dec 2004 15:34:40 - 0500 |||O O O O O O O O O 
re : indonesia warned about tsunamis |||O O O O O O 
fwik the indian ocean was not considered a tsunami prone area . |||O O O O O O O O O O O O 
hopefully we will learn something from this and put some reasonable warning systems in place . |||O O O O O O O O O O O O O O O O 
we just learned that our friend 's daughter when to thailand to visit her father after the wave hit . |||O O O O O O O O O O O O O O O O O O O O 
there has been no contact with her since she left . |||O O O O O O O O O O O 
jennifer tilly was born jennifer chan . |||O O O O O O O 
chris tsao 19 nov 2004 04:31:32 gmt |||O O O O O O O 
jennifer tilly was born jennifer chan . |||O O O O O O O 
tilly on the internet and thus accidentally found out that jennifer tilly was born jennifer chan . |||O O O O O O O O O O O O O O O O O 
this is documented in a few web sites . |||O O O O O O O O O 
i used to wonder if meg tilly was part chinese because of her eyes , so now i wonder more . |||O O O O O O O O O O O O O O O O O O O O O 
how tall is meg tilly ? |||O O O O O O 
i ca n't find any web sites that state how tall she is !!!! |||O O O O O O O O O O O O O O 
chris tsao 19 nov 2004 05:13:17 gmt |||O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
it says that she 's multi-racial at this link : |||O O O O O O O O O O 
chris tsao 19 nov 2004 05:18:18 gmt |||O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
one bit of trivia that has been asked a lot concerns meg's ' ethnicity ' . |||O O O O O O O O O O O O O O O O 
well , for the longest time this was a topic she and her sister jennifer seemed to avoid , but a few months back , jennifer announced to the world that their father is chinese . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
so , that should answer all of those questions . |||O O O O O O O O O O 
personally it has never made much difference to me - she is who and what she is ! |||O O O O O O O O O O O O O O O O O O 
and for all of you who have been asking how tall she is - an article about meg in the january 1984 issue of ' seventeen ' magazine states she is 5 ft 6 inches . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
lady chatterly fri , 19 nov 2004 5:41:30 gmt |||O O O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
gads , never mind , she puts on too good a front for now , you will see later . |||O O O O O O O O O O O O O O O O O O O O 
" this must be a paid poster . |||O O O O O O O O 
it 's the only thing that can logically explain their reluctance to be coherent . " |||O O O O O O O O O O O O O O O O 
the bride fri , 19 nov 2004 08:29:32 - 0800 |||O O O O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
why is this so hard for you to believe and such a revelation ?? |||O O O O O O O O O O O O O O 
fan1 fri , 19 nov 2004 14:04:52 gmt |||O O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
regardless , she is by far the better actor of the two . |||O O O O O O O O O O O O O 
parismom fri , 19 nov 2004 10:01:51 - 0500 |||O O O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
which one was in " the big chill ? " she 's the more talented of the two , imo . |||O O O O O O O O O O O O O O O O O O O O O 
" undoubtedly , some people can only exalt their own beliefs by tearing down the beliefs of others . |||O O O O O O O O O O O O O O O O O O O 
it is a trait of the insecure . |||O O O O O O O O 
i think that ones belief system is personal and private . " |||O O O O O O O O O O O O 
doomella fri , 19 nov 2004 17:23:12 gmt |||O O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
i never even realized there were two of them till now ! |||O O O O O O O O O O O O 
the tilly actress i * knew * just had this way of sometimes looking really good , sometimes like a bloated alcoholic sexpot who 'd spent way too much time on the barstool . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
ozzieannie sat , 20 nov 2004 08:45:01 + 1100 |||O O O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
that was meg . there 's a third sister too , not in show biz , the youngest of the 3 i think , forget her name . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
fri , 19 nov 2004 21:10:45 -0600 |||O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
well , jennifer is certainly far sexier than meg . |||O O O O O O O O O O 
meg is sorta like the female steve buschemi . |||O O O O O O O O O 
homely , but a good actor and well respected . |||O O O O O O O O O O 
jennifer is still smokin ' hot at 46 . |||O O O O O O O O O 
smoot sat , 20 nov 2004 09:49:42 - 0500 |||O O O O O O O O O 
re : jennifer tilly was born jennifer chan . |||O O O O O O O O O 
meg is also the one who has a child by colin firth . |||O O O O O O O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
moria fri , 18 feb 2005 16:20:11 gmt |||O O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
lovely , she refuses an autopsy which could prove how her husband died , but then she turns around and makes accusations like this against his treatment , and in effect , his doctors . |||O O O O O O O O O O O O B-TRI O O O O O O O O O O O O O O O O O O O O O O 
this makes me super pissed off . |||O O O O O O O 
the sypmtoms of a massive allergic reaction and of a systemic infection are completely different . |||O O O O O O O O O O O O O O O O 
yet suddenly , she 's an expert . |||O O O O O O O O 
statements like this on shows like oprah , who loves to spread medical ignorance , are completely irresponsible . |||O O O O O O O O O O O O O O O O O O O 
karen 18 feb 2005 09:41:42 - 0800 |||O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
i did n't see this as an accusation but an explanation . |||O O O O O O O O O O O O 
people can have allergic reactions to meds they have n't reacted to before without anyone knowing it will happen . |||O O O O O O O O O O O O O O O O O O O O 
it 's the exposure to the substance that causes the allergy to form . |||O O O O O O O O O O O O O O 
like people walking through poison ivy half their lives then suddenly having a bad reaction to it . |||O O O O O O O O O O O O O O O O O O 
like the thousands of people developing allergies to latex these days , etc . |||O O O O O O O O O O O O O O 
i saw that show and did n't think she was accusing anyone of anything , more trying to explain to people why he died so suddenly . |||O O O O O O O O O O O O O O O O O O O O O O O B-TRI O O O 
she mentioned several times how wonderful his doctors and nurses and therapists have been and mentioned them by name . |||O O O O O O O O O O O O O O O O O O O O 
aee1...@yahoo.com 18 feb 2005 10:11:49 - 0800 |||O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
there were no accusations by her . |||O O O O O O O 
she said there were a couple of drugs that they had used with chris in the past to treat his infections with no problems , and they would use them again and he would have an allergic reaction . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
she said she did n't want an autopsy because there was no blame , she knew it was just his body shutting down . |||O O O O O O O O O O O O O O O O O O O O O O O O 
drugs he was n't allergic to in the past would suddenly cause massive problems when they tried to use them for a new infection . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
she had nothing but praise and gratitude for all his doctors , nurses and care givers . |||O O O O O O O O O O O O O O O O O 
moria fri , 18 feb 2005 18:19:14 gmt |||O O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
again , a true allergic reaction and an infection have different symptoms . |||O O O O O O O O O O O O O 
she 's saying all the doctors and other professionals are wrong and she is right . |||O O O O O O O O O O O O O O O O 
also , if any drug causes adverse effects , those effects are supposed to be reported to the fda so future drug users can be alerted to posible consequences . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
if she truely believed what she was saying ( and wa n't just talking out of her ass and probably displaying her denial about her husband 's illness ) she would allow proper data to be gathered so it could be used to help others . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
carrie fri , 18 feb 2005 14:15:29 - 0500 |||O O O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
reeve had a rare disorder called mastocytosis . |||O O O O O O O O 
drug sensitivities are one of the difficulties of that disorder . |||O O O O O O O O O O O 
since they knew he had it , that 's probably why she 's not questioning this issue . |||O O O O O O O O O O O O O O O O O O 
i often wondered how he was doing with all the meds because of his illness , which developed before his paralyzing accident . |||O O O O O O O O O O O O O O O O O O O O O O O 
it 's actually a testament to his stamina and his doctors that he was able to survive as long as he did with this disorder complicating his care . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
karen 18 feb 2005 11:59:26 - 0800 |||O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
i 'm not sure about this disagreement you are speaking of between her version and the doctors version of his cause of death . |||O O O O O O O O O O O O O O O O O O O O O O O O 
maybe the dr. s had hypothesized possibilities at the time of death and in the months since then , they may thought of other reasons i do n't know . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i know about allergic reactions and meds , i 've been a nurse for 20 years . |||O O O O O O O O O O O O O O O O O 
and i get a little defensive myself when a hear a layperson ( although she probably had more knowledge than most about her husband 's diagnosis and treatment ) talking like an expert on tv without knowing all the details . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
but as i said , i saw the show and did not get that feeling at all that she was being in any way accusatory or blaming . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
she also was not coming off as a know - it - all . |||O O O O O O O O O O O O O O 
this part of the interview was very off - hand and informal feeling , more like gosh , i do n't think we 'll ever know , maybe it was this , it could have been that . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
it was more that she knew many people cared about her husband and wanted to know what his last hours were like . |||O O O O O O O O O O O O O O O O O O O O O O O 
i know not everyone is enthralled with dana reeve , but she had won many people 's respect . |||O O O O O O O O O O O O O O O O O O O 
people are interested to know how she 's doing after having lost such a big part of her life , and this really was more what the interview was about . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
maryanne kehoe sat , 19 feb 2005 20:33:41 - 0500 |||O O O O O O O O O O 
reeve could have died from an allergic reaction |||O O O O O O O O 
what i think was quite appalling from what dana said on the oprah show was that the doctors wanted to pull the life support from chris * without her being there . * |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
what in god 's green earth would make a medical professional say such a heartless thing to a soon - to - be - grieving widow ? |||O O O O O O O O O O O O O O O O O O O O O O O O O O O 
that doc should lose his medical license --- what a bastard . |||O O O O O O O O O O O O 
mpoconnor7 21 nov 2004 18:39:36 gmt |||O O O O O O 
there has always been that urban legend that the israeli secret police murdered the shah of iran by infecting him with plutonium , which manifested itself into terminal lung cancer . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
michael o'connor - modern renaissance man |||O O O O O O 
" the likelyhood of one individual being right increases in a direct proportion to the intensity with which others try to prove him wrong . " |||O O O O O O O O O O O O O O O O O O O O O O O O O O 
erik l. 21 nov 2004 23:14:36 gmt |||O O O O O O O 
arthur balzofiore : 1953 - 2004 : rest in peace |||O O O O O O O O O O 
bob feigel mon , 22 nov 2004 14:35:30 + 1300 |||O O O O O O O O O O 
on 21 nov 2004 18:39:36 gmt , mpoconn...@aol.comnojunk ( mpoconnor7 ) wrote : |||O O O O O O O O O O O O O 
i do n't doubt that this method has been used to remove various thorns over the years , but why on earth would israel have wanted to get rid of the shah ? |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
" when weaving nets , all threads count . " |||O O O O O O O O O O 
wax - up and drop - in of surfing 's golden years : ( ) |||O O O O O O O O O O O O O O O 
evan hulka 22 nov 2004 13:55:30 - 0800 |||O O O O O O O O 
i do n't mean to suggest that i agree with anything david frum says , but these arafat - had - aids allegations remind me of what happened with the late israeli singer ofra haza , where there was a lot of speculation , a mysterious death from a " blood disease , " and then it came out eventually that she 'd died of aids . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
( although i would think the israeli media , who were blamed for hushing up haza 's cause of death , would take a unique pleasure in making the most of arafat 's , if all this was true . ) |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
j.d. baldwin mon , 22 nov 2004 21:56:48 +0000 ( utc ) re : yasser arafat murdered ? |||O O O O O O O O O O O O O O O O O O 
in the previous article , bill schenley (stray...@ma.rr.com ) wrote : |||O O O O O O O O O O O 
there 's a saying about gift horses that comes to mind . |||O O O O O O O O O O O O 
from the catapult of | if anyone disagrees with any statement i make , i _|70|___:) =}- |||O O O O O O O O O O O O O O O O O 
j.d. baldwin | am quite prepared not only to retract it , but also \ / bald...@panix.com | to deny under oath that i ever made it . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
rich clancey wed , 24 nov 2004 22:16:34 +0000 ( utc ) re : yasser arafat murdered ? |||O O O O O O O O O O O O O O O O O O 
the " suspicious evidence " is simply that arafat did not look particularly near death when he was removed from his hq . |||O O O O O O O O O O O O O O O O O O O O O O O 
he appeared alert and functioning , certainly not a week away from death from wasting . |||O O O O O O O O O O O O O O O O 
who really benefits from his death ? |||O O O O O O O 
surely not the israelis , who had him trapped and functioning as a convenient target for blame . |||O O O O O O O O O O O O O O O O O O 
are kissinger associates trying to start a " palestinian civil war " like their lebanese one a generation ago ? |||O O O O O O O O O O O O O O O O O O O O 
it 's hardly a similar situation . |||O O O O O O O 
-- rich clancey mathematical jiggery - pokery is truth and truth is mathematical jiggery - pokery . |||O O O O O O O O O O O O O O O O O 
that is all ye need to know . |||O O O O O O O O 
clear channel worships our great fuehrer ....er .... leader |||O O O O O O O O O 
harry hope mon , 06 dec 2004 23:35:23 gmt clear channel worships our great fuehrer ....er .... |||O O O O O O O O O O O O O O O O O 
one of the hallmarks of a good totalitarian leader is the tendency to jump into a military uniform at the drop of a hat ( although stuffing socks in your crotch while doing it is an innovation apparently dreamed up by george w. bush ) . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
another is to make sure there are plenty of very big pictures of yourself all over the place . |||O O O O O O O O O O O O O O O O O O O 
fortunately for our great leader he does n't have to do this himself , because he 's got one of the biggest media companies in the country to do it for him . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
clear channel - home to rush limbaugh and sean hannity - owns over 1,200 radio stations and 57 television stations in america . |||O O O O O O O O O O O O O O O O O O O O O O O 
they also own a lot of billboards . |||O O O O O O O O 
want to know what they do with their billboards when nobody 's paying to use them ? |||O O O O O O O O O O O O O O O O O 
the picture was taken off i - 4 north of downtown orlando by duer davhill . |||O O O O O O O O O O O O O O O O 
the text at the bottom reads , " not authorized by any candidate or candidate 's committee . |||O O O O O O O O O O O O O O O O O O 
a political public service message brought to you by clear channel . " |||O O O O B-TRI O O O O O O O O 
did you know that one of the largest media companies in the country was in the business of bringing you " political public service messages ? " |||O O O O O O O O O O O O O O O O O O O O O O O O B-TRI O O 
truth be told we originally thought that this picture was fake , but we had to eat crow when clear channel released a statement which read in part , " clear channel outdoor markets are operated locally . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
local managers determine what copy to use when a location has time that is not sold to an advertiser . " |||O O O O O O O O O O O O O O O O O O O O O 
that statement was made after clear channel denied the billboard existed , of course . |||O O O O O O O O O O O O O O O 
florida 's not the only state to suffer clear channel 's " political public service messages " by the way - check out this one from arizona : |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
cb mon , 6 dec 2004 19:06:38 - 0500 |||O O O O O O O O O 
you 're such a cry baby , fuehrer lover harry |||O O O O O O O O O O 
you 're such a cry baby , clear channel should post this every where : |||O O O O O O O O O O O O O O O 
rightards_r_parasites mon , 6 dec 2004 19:00:30 - 0800 |||O O O O O O O O O 
re : clear channel worships our great fuehrer ....er .... leader |||O O O O O O O O O O O 
you notice how there is n't a peep from any of the rightards out there . |||O O O O O O O O O O O O O O O O 
bush administration quietly stops destroying chemical and biological weapons |||O O O O O O O O O 
j mon , 24 jan 2005 05:40:37 -0600 |||O O O O O O O O 
bush administration quietly stops destroying chemical and biological weapons |||O O O O O O O O O 
unnoticed by anyone else , the bush administration has quietly ditched programs to destroy america 's biggest - in - the - world stockpile of chemical and biological weapons . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
eight places in the us are used to stockpile chemical weapons -- including blister agents , riot agents , and the dreaded nerve agents . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
in these eight locations , hundreds of thousands of artillery rounds , bombs , and rockets are stacked in both open and bunker storage , some of them leaking their contents and all of the very deadly . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
storage locations include : -- anniston army depot , anniston , al -- rocky mountain arsenal , pueblo , co -- bluegrass army depot , lexington , ky |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
-- aberdeen proving grounds , md |||O O O O O O 
-- toelle army depot , toelle , ut ( the granddaddy of them all ) |||O O O O O O O O O O O O O O O 
destruction is underway in anniston where the dept of defense built and is operating an incinerator to burn weapons located there . |||O O O O O O O O O O O O O O O O O O O O O O 
plans were underway to build destruction facilities at all other locations but now the bush junta has removed from its proposed defense budget for fiscal year 2006 all but the minimum funding for these destruction projects . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
plans to destroy chemical weapons are now stopped , except for a small test program at toelle . |||O O O O O O O O O O O O O O O O O O 
contractors ( bechtel was the main contractor ) have been told to stop all design and construction work and the re-assign their people -- the destruction programs are dead . ) |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
can anyone spell " w. m . d. " ? |||O O O O O O O O O O 
can anyone tell me which nation in the world owns the most wmd ? |||O O O O O O O O O O O O O O 
( hint : it 's neither iraq , iran , nor north korea -- none of the famous " axis of evil . " ) |||O O O O O O O O O O O O O O O O O O O O O O O O O 
you do n't suppose they have stopped destroying these weapons because they plan to use them ? |||O O O O O O O O O O O O O O O O O 
lee paulson mon , 3 jan 2005 08:54:47 - 0500 |||O O O O O O O O O O 
two of my nephews were excluded from their brother 's wedding this weekend because they are not lds . |||O O O O O O O O O O B-TRI O O O O O O O O 
of interest , neither went to the reception either . |||O O O O O O O O O O 
both were extremely hurt , particularly since they know their brother could have had a civil ceremony and then been married in the temple later . |||O O O O O O O O O O O O O O O O B-TRI O O O B-TRI O O O O O 
i was offended because one of those nephews and i are very close , and he was really upset . |||O O O O O O O O O O O O O O O O O O O O 
the groom said " it was n't quite what i had expected . " |||O O O O O O O O O O O O O O 
the bride is not quite able to speak in front of strangers , so i do n't know what she thought . |||O O O O O O O O O O O O O O O O O O O O O O 
she did tell my niece that she thought her husband was a good catch -- rm attending byu and all that . |||O O O O O O O O O O O O O O O O O O O O O O 
i got a sort of an icky feeling when i realized the only people who did attend the kid 's wedding was his unmedicated bi-polar mother and his father , who suffers from alzheimers . |||O O O O O O O O O O O O O O O O O O O O B-TRI O O O O O O O O O O O O O O 
lee , the james , um , feminist |||O O O O O O O O 
the religion that is afraid of science dishonors god and commits suicide . |||O O O O O O O O O O O B-TRI O 
peggy tatyana mon , 3 jan 2005 10:17:10 -0700 |||O O O O O O O O O 
re : the old wedding problem |||O O O O B-TRI O 
i really think it 's time for the church to admit that a civil ceremony followed by a temple sealing reaches the same goal , often in a more loving way , than insisting that only the sealing is worth doing . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
a change of that sort would be very simple to implement , and most church members would like it better than allowing non -lds family members into the temple , which would actually be my preference . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
there 's been a thread recently in one of the exmo fora about a woman whose bishop , who she had been planning to have marry her , was going out of town , so she asked the stake president , who she did n't know well . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
he insisted that he needed to make the point , as part of performing the ceremony , that she really needed to be married in the temple , even though her fiance was not lds . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
